,summary,correct,rouge1,rouge2,rougeL,rougeLsum
74,"Dennis Daschle er en amerikansk politiker for Det demokratiske partiet.
Han var USAs utenriksminister i perioden 2000–2004.","Thomas Andrew Daschle, amerikansk politiker for Det demokratiske partiet og offiser.
Han var medlem av representantenes hus i 1977–1987, senator fra South Dakota i 1987–2005.
Han var Senatets minoritetsleder i 1995–2001; flertallsleder i 2001–2002, og igjen mindretallsleder fra 2002.",32.7869,20.339,32.7869,32.7869
75,"Atferd er i psykologien en samlebetegnelse på handlinger, holdninger og følelser.
Begrepet brukes ofte synonymt med menneskelig atferd, men brukes også i andre sammenhenger, for eksempel i klinisk psykologi og i atferdsterapi.","Atferd er våre handlinger, det vi gjør, de (hovedsakelig viljestyrte) kroppslige bevegelser.
Man kan også ha mental atferd, om man inkluderer målrettede tankeprosesser.",16.9492,3.5088,13.5593,16.9492
76,"Defensjonsskip var en ordning som ble innført i Norge i 1628.
Ordningen ble opphevet av kong Frederik 4 i juni 1701 med virkning fra 1701.","Defensjonsskip var væpnede handelsskip.
De ble bygd med sikte på at det ved krig og andre kriser skulle kunne kalles inn og fungere som orlogsskip og ble derfor bygd ekstra solide.
I fredstid var de utstyrt med halvparten av det antall kanoner de var beregnet for, mens Kongen skulle sørge for resten av bestyrkningen ved innkallingen.
Ordningen med defensjonsskip ble iverksatt i Norge i 1630 og opphevet i 1701 med virkning fra 1704.",31.6832,12.1212,25.7426,29.703
77,"Pietro Aretino var en italiensk forfatter.
Han var en av renessansens mest betydningsfulle forfattere.","Pietro Aretino var en italiensk forfatter som skrev satirer og spotteskrifter mot blant andre tidens makthavere, og han fikk av den grunn kallenavnet il flagello de' principi (fyrstenes svøpe).",36.3636,23.8095,36.3636,31.8182
78,"Østens kirke er en kristen kirke i Midtøsten som ble grunnlagt i 431 av assyrere (assyrere).
Den er en av de viktigste kristne kirkene i verden.",Østens kirke er et kirkesamfunn som bare anerkjenner de to første konsilene og derfor ikke er i kommunion med andre kirkesamfunn.,28.5714,8.5106,24.4898,24.4898
79,"Lotten Dahlgren var en svensk forfatter og kvinnesaksforkjemper.
Hun var særlig opptatt av kvinnebevegelsens historie.","Eva Charlotta Dahlgren, kjent som Lotten Dahlgren, var en svensk forfatter og journalist.
I perioden 1891–1907 var hun redaktør for Dagny, tidsskriftet til den svenske kvinnesaksorganisasjonen Fredrika Bremer-Förbundet.",37.5,26.087,33.3333,33.3333
80,Erklæringsteori er en teoretisk tilnærming til spørsmålet om avgiver er forpliktet av utsagnet.,Erklæringsteorien er en avtalerettslig teori som innebærer at den som avgir en erklæring kan bli bundet selv om hans/hennes utsagn ikke stemmer overens med hva han/hun har ment å uttrykke.,15.6863,4.0816,15.6863,15.6863
81,"Barbro er eit kvinnenamn som går tilbake til det norrøne Bar-brúr.
I dette toledda namnet tyder forleddet ‘barm’ og etterleddet’ ‘lys’.",Barbro er eit kvinnenamn som er svensk og norsk form av Barbara med opphav i det greske bárbaros som tyder ‘framand’.,38.2979,17.7778,29.7872,34.0426
82,"Dimmer er en bryter for å regulere lysstyrken i en lyskilde ved hjelp av elektronisk styring av strøm, spenning og frekvens.","Dimmer, eller lysregulator, er en anordning som sammen med lysbryter brukes for å regulere lysstyrken til en lyskilde.
Lysstyrken reguleres ved å variere spenningen inn til lyskildene eller transformatoren som mater lyskildene.",35.2941,16.3265,35.2941,35.2941
83,"Arunachal Pradesh er en delstat i India.
Den ligger i det sørøstlige India, ved elven Brahmaputra.
Delstaten har et areal på 88 000 kvadratkilometer og et innbyggertall på i overkant av 1,1 millioner (2018).
Hovedstaden er Kangto.","Arunachal Pradesh er en delstat lengst nordøst i India, som grenser mot Bhutan i vest, Kina (Tibet) i nord og nordøst og Myanmar i sørøst.
Delstaten har et areal på 83 743 kvadratkilometer med rundt 1 383 000 innbyggere (2011).
Hovedstaden er Itanagar.",50.5747,25.8824,43.6782,45.977
84,"Brønnøy er en kommune i Nordland fylke.
Kommunen omfatter øyene Velfjorden og Tosenfjorden i sørvest, og kommunens største øyer er øya Torget.","Brønnøy er en kommune i Nordland fylke.
Kommunen ligger på Helgelandskysten, i den sørlige delen av fylket.
Brønnøy omfatter området rundt Velfjorden og indre del av Tosenfjorden, samt nordre del av Sømnahalvøya og øyene utenfor.
De største av disse er Torget og Sauren.",58.9744,28.9474,51.2821,53.8462
85,"Dekkvinger er vinger som ligger over bakkroppen og flygevingene.
De er vanligvis laget av cellulose, men kan også være av plast.","Dekkvinger er det første vingeparet hos insekter når det er mer eller mindre hardnet (sklerotisert), slik det er hos hos biller og saksedyr.",17.0213,4.4444,12.766,12.766
86,"Azad Kashmir er et område i det nordvestlige India, i delstaten Jammu og Kashmir, mellom India og Pakistan.
Området ligger i den indiske delen av Kashmir.","Azad Kashmir er den pakistansk-kontrollerte delen av Kashmir.
Hovedbyen er Muzaffarabad, som har 149 953 innbyggere (2017).
Resten av Kashmir ligger i henholdsvis India og Kina.",43.6364,22.6415,25.4545,40.0
87,"Ariadne er en gresk gudinne i gresk mytologi.
Hun er sønn av Thesevs og Artemis.","Ariadne er i greske sagn datter av kong Minos på Kreta.
I en kjent fortelling forelsker hun seg i den attiske helten Thesevs når han kommer til Kreta for å kjempe med Minotauros, og hun hjelper ham ut av en labyrint ved hjelp av tråd.
Uttrykket ariadnetråd kommer fra dette sagnet.",26.087,5.9701,20.2899,26.087
88,"AGA AB er et svensk kjemisk industrikonsern som produserer gasser til industri og sykehus.
Selskapet ble grunnlagt i 1904 under navnet Svenska Carbid- och Acetylen AB.","AGA AB var et svensk industrikonsern som fremstilte industrielle og medisinske gasser og tilhørende utstyr.
Det ble grunnlagt i 1904 som Aktiebolaget Gas-accumulator.",47.0588,24.4898,47.0588,47.0588
89,"Gunnar Berge var en norsk politiker for Arbeiderpartiet.
Han var finansminister fra 1986 til 1989 og kommunal- og arbeidsminister fra 1992 til 1996.","Gunnar Berge er en norsk tidligere embetsmann og politiker for Arbeiderpartiet.
Han var stortingsrepresentant, parlamentarisk leder og statsråd i Gro Harlem Brundtlands regjeringer, som finansminister fra 1986 til 1989 og kommunal- og arbeidsminister fra 1992 til 1996.
Berge var direktør i Oljedirektoratet fra 1997 til 2007, og leder av Den norske Nobelkomité fra 2000 til 2002.",56.7901,48.1013,54.321,56.7901
90,"Brest er en by i Belarus, på grensen mellom Polen og Russland.
Byen ligger ved elven Dnepr, cirka 30 kilometer sørvest for Minsk.","Brest er en by i den sørvestlige delen av Belarus (Hviterussland).
Byen ligger ved grensen til Polen, hvor elvene Bug og Mukhavets møtes.
Den har 339 700 innbyggere (2020).",50.9091,22.6415,36.3636,50.9091
91,"En p-verdi er sannsynligheten for at det vi har observert når nullhypotesen er sann, og den alternative hypotesen er sann.","En p-verdi er et statistisk mål som brukes for å avgjøre hvilken av to motstridende påstander vi skal støtte i en statistisk hypotesetesting.
p-verdien er et tall mellom 0 og 1.",27.5862,10.7143,27.5862,27.5862
92,"Bernhard Borge er en norsk spillefilm fra 1959 i regi av Kåre Bergstrøm.
Filmen er en av Norges mest populære skrekkfilmer.","De dødes tjern er en norsk spillefilm fra 1958 som kan regnes som den første norske skrekkfilmen.
Manuset var basert på en kriminalroman av Bernhard Borge (pseudonym for André Bjerke).",32.1429,18.5185,25.0,25.0
93,"Alhambra er en moské i Spania, i bydelen Alhambra i Granada, ved elven Guadalquivir.
Moskéen er bygget i to etasjer, og er et av de mest berømte islamske byggverkene i Europa.","Alhambra er et byggverk i Granada, Spania.
Bygget er Spanias ypperste monument i sitt slag og står oppført på UNESCO verdenesarvliste.
Alhambra ble bygd i perioden 1248–1390 på et høydedrag nær byen, og var de mauriske kalifenes residens.",34.2105,8.1081,23.6842,31.5789
94,"Dipenten er en kjemisk forbindelse av limonen og l-limonen.
Den kjemiske formelen til dipenten er C10H16.","Dipenten er en kjemisk forbindelse av karbon og hydrogen.
Forbindelsen er en fargeløs væske med behagelig sitronlignende lukt og kokepunkt 175 °C.
Den er blandbar med alkohol, men uløselig i vann.",35.2941,20.4082,35.2941,35.2941
95,"Nina Bang var en dansk historiker.
Hun var utdannet cand.philol.
og dr.philos.
ved Københavns Universitet i 1913.","Nina Bang var en dansk historiker og sosialdemokratisk politiker.
Hun var verdens første kvinnelige statsråd.",48.6486,34.2857,43.2432,48.6486
96,"William Conquest var en britisk forfatter.
Han var professor i litteratur ved universitetet i Oxford i 1967–1972.","Robert Conquest var en britisk forfatter.
Han har utgitt diktsamlingene Poems (1955) og Between Mars and Venus (1962), og redigerte antologien New Lines (1956), som blant annet introduserte Phillip Arthur Larkin, Neil Miller Gunn og Elizabeth Jennings.
Han har også skrevet romaner og science fiction, utgitt en samling dikt fra østblokklandene, og i 1961 en bok om Boris Pasternaks skjebne.",17.9487,13.1579,17.9487,17.9487
97,"Bambara er en folkegruppe i Mali, i det nordøstlige Mali.
De snakker språket bambara, og er særlig kjent for sine vakre treskulpturer av gaseller og antiloper.","Bambara er en folkegruppe hovedsakelig bosatt i Mali, hvor de utgjør nærmere 1/3 av befolkningen og mindre grupper i Senegal, Gambia, Burkina Faso og Guinea.
De teller i alt cirka 5 millioner, og bor spredt blant andre folkegrupper.
Deres språk er et mandespråk som også brukes utenfor den etniske gruppen som et lingua franca i Mali.",31.1111,9.0909,22.2222,31.1111
98,"Diskurs er et begrep som brukes om det som skjer i en diskurs eller samtale over setningsnivået.
Begrepet brukes i flere fag, blant annet i lingvistikk, idéhistorie, filosofi og litteraturvitenskap.","Diskurs kan bety samtale, vidløftig drøftelse eller disputt.
Ordet brukes også om en sammenhengende rekke med språklige enheter som er ytret i en gitt kontekst.",30.0,3.4483,20.0,23.3333
99,"Comet er et britisk passasjerfly som ble utviklet av British Aerospace Corporation (BAE Systems).
Flyet var utstyrt med fire turbojetmotorer, hver med en skyvkraft på 46,7 kilonewton.","Comet var et britisk firemotors passasjerfly.
Comet var verdens første jet-passasjerfly, og var utviklet og bygd av den britiske flyfabrikk de Havilland Aircraft Co.",25.9259,3.8462,22.2222,25.9259
100,"Betong er et byggemateriale som består av sement og vann.
Betong brukes i konstruksjoner som dammer, broer, kaier, petroleumsplattformer og bygninger.","Betong er et byggemateriale som lages ved å blande sement og vann med tilslag av sand- og steinmaterialer.
Ved at sementen reagerer kjemisk med vannet stivner massen etter hvert og kan oppnå betydelig styrke.",36.3636,22.6415,32.7273,32.7273
101,"Gunnar Brandell var en svensk litteraturhistoriker.
Han var professor i litteraturhistorie ved Lunds universitet fra 1959.","Gunnar Brandell var en svensk litteraturforsker og kritiker.
Han kulturredaktør i Svenska Dagbladet i 1956–62 og professor i Uppsala i 1963–81.",40.0,26.3158,40.0,40.0
102,"Chaco er en provins i Argentina, i regionen Entre Ríos.
Provinsen ligger i den sørlige delen av Gran Chaco, sør for Buenos Aires.
Hovedstaden er Resistencia.","Chaco er en provins i Argentina, ved grensen mot Paraguay.
Provinsen dekker et areal på 99 633 km2 og har 1 204 541 innbyggere (INDEC, estimat for 2020).
Hovedstad og største by er Resistencia.",31.25,19.3548,31.25,31.25
103,"Banja Luka er en by i Bosnia-Hercegovina, i den autonome regionen Republika Srpska.
Byen ligger ved elven Bosna og er administrasjonssenter for provinsen Banja-Luka.","Banja Luka er en by i Bosnia-Hercegovina, ved elven Vrbas og 139 kilometer nordvest for Sarajevo.
Byen har 199 191 innbyggere (2013) og er landets nest største by.
I Banja Luka ligger Republika Srpskas sentrale institusjoner.",62.5,35.4839,43.75,56.25
104,"Sondre Bratland er ein norsk folkesongar og kulturarbeidar.
Han har gjennom ein mannsalder vore den sentrale mannlege folkesongaren i Noreg.","Sondre Bratland er ein norsk folkesongar (kvedar) frå Vinje i Telemark, som syng i tradisjon etter folkesongarar hovudsakleg i øvre Telemark og Setesdal.
Religiøse folketonar (salmetonar) er spesialområdet hans, men elles spenner uttrykket hans frå norsk kvedartradisjon til country.",29.5082,16.9492,26.2295,29.5082
105,"Antonius var en kristen munke som levde i ørkenen i Egypt.
Han ble æret som patriark av den romerske kirken i 325–332 fvt.","Antonius den hellige, egyptisk eneboer, en av den katolske kirkes mest avholdte helgener.
Hans minnedag, antonsmesse, feires den 17. januar.",22.7273,4.7619,18.1818,22.7273
106,"Jens Arup var en norsk politiker og kirkemann.
Han var formann for den store kirkekommisjon i 1859–1870.","Jens Lauritz Arup var en norsk biskop og politiker.
Han tok teologisk embetseksamen ved universitetet i Christiania i 1818.
Han var residerende kapellan i Ullensaker fra 1819, fikk en kombinert preste- og lærerstilling i Drammen i 1825 og var sogneprest i Bragernes menighet samme sted fra 1832.
Han var biskop i Christiania stift fra 1846 til sin død i 1874.",25.0,10.2564,25.0,22.5
107,"Mahayana-sutraene er buddhismens viktigste tekster, og regnes som en av de eldste buddhistiske tekstene.","En mahayana-sutra er en buddhistisk tekst som påberoper seg å inneholde Buddhas prekener og lære (dharma), og dermed kanonisk status, og som fremmer ulike doktrinære og filosofiske standpunkter som kjennetegner mahayana-buddhismen.",28.0,0.0,16.0,16.0
108,"Acem er en norsk organisasjon som arbeider for å fremme menneskelig vekst gjennom meditasjon, gruppepsykologi og kulturaktiviteter.
Organisasjonen ble grunnlagt i 1966 som den norske delen av den indiske guruen Maharishi Mahesh Yogis TM-bevegelse.","Acem er en norsk meditasjons- og kulturorganisasjon, stiftet i 1966.
Acem underviser i en form for meditasjon kalt Acem-meditasjon, og har også kurs i kommunikasjon og gruppeterapi.
Organisasjonen driver et forlag, en radiokanal og et tidsskrift, og står også bak Norsk Yoga-skole.",27.8481,10.3896,22.7848,27.8481
109,"Eigil er eit mannsnamn som går tilbake til det norrøne E-gil.
I dette toledda namnet tyder forleddet ‘ørn’ og etterleddet’ørn’.","Eigil er eit mannsnamn som er ein nyare variant av Egil med opphav i det norrøne Egill.
Namnet, som er relatert til ordet age, kan tyde ‘respekt’ (jamfør age) og ‘(sverd)egg’.",44.8276,21.4286,34.4828,41.3793
110,"Cappelen Damm AS er et norsk forlagskonsern med hovedkontor i Oslo.
Konsernet ble grunnlagt i 1829 av Jørgen Wright Cappelen og ble overtatt av det svenske mediekonsernet Bonnier i 1987.","Cappelen Damm AS er et norsk bokkonsern.
Det er Norges største bokforlag, og Norges tredje største bokkonsern etter Gyldendal ASA og Aschehoug.",29.0909,18.8679,25.4545,25.4545
111,"Amt er en administrativ enhet som i Norge ble opprettet i 1837, og som hadde status som fylke fra 1. januar 1919.
Fra 2021 er tittelen fylkesmann erstattet med kjønnsnøytral statsforvalter.","Amt var et embete eller embetsdistrikt som ble tatt i bruk i Danmark-Norge etter innføringen av eneveldet i 1660.
Den geografiske avgrensningen av amtene ble formalisert gjennom et kongelig reskript av 1671 og avløste den tidligere inndelingen i len og syssel som betegnelse på de sivile forvaltningsområdene i Norge og Danmark.
I 1671 ble det opprettet 12 amt.
Senere økte tallet gjennom delinger og opprettelsen av to byamt (Oslo og Bergen), og i 1919 hadde Norge i alt 18 amt og i tillegg to byamt.",18.0328,1.6667,14.7541,14.7541
